seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_ADGX01000290.1	1	7	1	4639	0.687	0.687	1	7	1	4639	NA	NA	0	1	7	1	4639	0.687	0.0	0.0	0.0	57.1	0.0	42.9	0	dsDNAphage	linear	NZ_ADGX01000290.1||full	0.687	dsDNAphage
NZ_ADGX01000288.1	1	9	2	4810	0.82	0.82	1	9	2	4810	NA	NA	0	1	9	2	4810	0.82	0.0	11.1	0.0	33.3	0.0	55.6	0	dsDNAphage	linear	NZ_ADGX01000288.1||full	0.82	dsDNAphage
NZ_ADGX01000286.1	1	7	1	4993	0.893	0.893	1	7	1	4993	NA	NA	0	1	7	1	4993	0.893	0.0	0.0	0.0	28.6	0.0	71.4	1	dsDNAphage	linear	NZ_ADGX01000286.1||full	0.893	dsDNAphage
NZ_ADGX01000273.1	1	6	2	6004	0.967	0.967	1	6	2	6004	NA	NA	0	1	6	2	6004	0.967	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	NZ_ADGX01000273.1||full	0.967	dsDNAphage
NZ_ADGX01000259.1	1	15	2	7658	0.92	0.92	1	15	2	7658	NA	NA	0	1	15	2	7658	0.92	0.0	0.0	0.0	26.7	0.0	73.3	0	dsDNAphage	linear	NZ_ADGX01000259.1||full	0.92	dsDNAphage
NZ_ADGX01000253.1	1	13	1	8014	0.947	0.947	1	13	1	8014	NA	NA	0	1	13	1	8014	0.947	0.0	0.0	0.0	38.5	0.0	61.5	2	dsDNAphage	linear	NZ_ADGX01000253.1||full	0.947	dsDNAphage
NZ_ADGX01000245.1	1	15	3	8803	0.627	0.627	1	15	3	8803	NA	NA	0	1	15	3	8803	0.627	0.0	6.7	0.0	20.0	0.0	73.3	0	dsDNAphage	linear	NZ_ADGX01000245.1||full	0.627	dsDNAphage
NZ_ADGX01000211.1	1	10	2	12852	0.587	0.587	1	10	2	12852	NA	NA	0	1	10	2	12852	0.587	0.0	10.0	0.0	30.0	30.0	30.0	1	dsDNAphage	linear	NZ_ADGX01000211.1||full	0.587	dsDNAphage
NZ_ADGX01000176.1	1	30	2	17110	0.987	0.993	1	30	2	17110	NA	NA	0	1	30	2	17110	0.987	0.0	0.0	0.0	20.0	0.0	80.0	1	dsDNAphage	linear	NZ_ADGX01000176.1||full	0.987	dsDNAphage
NZ_ADGX01000170.1	1	28	122	17760	0.953	0.953	1	28	122	17760	NA	NA	0	1	28	122	17760	0.953	0.0	3.6	0.0	21.4	0.0	75.0	1	dsDNAphage	linear	NZ_ADGX01000170.1||full	0.953	dsDNAphage
NZ_ADGX01000166.1	1	18	29	18276	1.0	1.0	1	18	29	18276	NA	NA	0	1	18	29	18276	1.0	0.0	0.0	0.0	55.6	0.0	44.4	4	dsDNAphage	linear	NZ_ADGX01000166.1||full	1.0	dsDNAphage
NZ_ADGX01000130.1	1	32	1	23811	0.92	0.92	1	32	1	23811	NA	NA	0	1	32	1	23811	0.92	0.0	3.1	0.0	18.8	12.5	65.6	1	dsDNAphage	linear	NZ_ADGX01000130.1||full	0.92	dsDNAphage
NZ_ADGX01000004.1	15	84	21338	81831	0.94	0.973	15	86	21338	84407	0.9	1.0	1	1	106	35	109879	0.693	0.0	15.5	0.0	38.1	10.7	35.7	8	dsDNAphage	linear	NZ_ADGX01000004.1||0_partial	0.94	dsDNAphage
