seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NW_003209622.1	1	2	268	1698	0.993	0.993	1	2	268	1698	NA	NA	0	1	2	268	1698	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003209622.1||full	0.993	ssDNA
NW_003209606.1	1	3	3	2601	0.76	0.76	1	3	3	2601	NA	NA	0	1	3	3	2601	0.76	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NW_003209606.1||full	0.76	ssDNA
NW_003209436.1	1	2	1	980	0.98	0.98	1	2	1	980	NA	NA	0	1	2	1	980	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003209436.1||full	0.98	ssDNA
NW_003209394.1	1	2	3	1536	1.0	1.0	1	2	3	1536	NA	NA	0	1	2	3	1536	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003209394.1||full	1.0	ssDNA
NW_003209355.1	1	2	101	946	0.873	0.873	1	2	101	946	NA	NA	0	1	2	101	946	0.873	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003209355.1||full	0.873	ssDNA
NW_003209330.1	1	5	2361	4271	0.573	0.573	1	5	2361	4271	NA	NA	0	1	5	2361	4271	0.573	0.0	0.0	20.0	40.0	0.0	40.0	0	dsDNAphage	linear	NW_003209330.1||full	0.573	dsDNAphage
NW_003209079.1	1	3	1	1089	0.973	0.973	1	3	1	1089	NA	NA	0	1	3	1	1089	0.973	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NW_003209079.1||full	0.973	ssDNA
NW_003208906.1	1	2	1	1290	0.867	0.867	1	2	1	1290	NA	NA	0	1	2	1	1290	0.867	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003208906.1||full	0.867	ssDNA
NW_003208723.1	1	3	3	3323	0.913	0.913	1	3	3	3323	NA	NA	0	1	3	3	3323	0.913	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	NW_003208723.1||full	0.913	dsDNAphage
NW_003208221.1	1	2	221	1628	0.993	0.993	1	2	221	1628	NA	NA	0	1	2	221	1628	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003208221.1||full	0.993	ssDNA
NW_003208202.1	1	4	3	2258	0.78	0.78	1	4	3	2258	NA	NA	0	1	4	3	2258	0.78	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	NW_003208202.1||full	0.78	ssDNA
NW_003207638.1	1	2	2	2378	0.76	0.76	1	2	2	2378	NA	NA	0	1	2	2	2378	0.76	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003207638.1||full	0.76	ssDNA
NW_003207188.1	1	2	931	3032	0.933	0.933	1	2	931	3032	NA	NA	0	1	2	931	3032	0.933	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003207188.1||full	0.933	ssDNA
NW_003206270.1	1	2	296	2039	0.987	0.987	1	2	296	2039	NA	NA	0	1	2	296	2039	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003206270.1||full	0.987	ssDNA
NW_003206228.1	1	3	3	2200	0.773	0.773	1	3	3	2200	NA	NA	0	1	3	3	2200	0.773	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NW_003206228.1||full	0.773	ssDNA
NW_003206014.1	1	3	3	1182	1.0	1.0	1	3	3	1182	NA	NA	0	1	3	3	1182	1.0	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NW_003206014.1||full	1.0	ssDNA
NW_003206006.1	1	3	1713	3721	0.98	0.98	1	3	1713	3721	NA	NA	0	1	3	1713	3721	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NW_003206006.1||full	0.98	ssDNA
NW_003205709.1	1	2	1	1086	0.953	0.953	1	2	1	1086	NA	NA	0	1	2	1	1086	0.953	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003205709.1||full	0.953	ssDNA
NW_003205647.1	1	3	576	2483	0.72	0.72	1	3	576	2483	NA	NA	0	1	3	576	2483	0.72	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NW_003205647.1||full	0.72	ssDNA
NW_003205323.1	1	7	3	2759	0.873	0.873	1	7	3	2759	NA	NA	0	1	7	3	2759	0.873	0.0	0.0	0.0	14.3	0.0	85.7	0	dsDNAphage	linear	NW_003205323.1||full	0.873	dsDNAphage
NW_003205247.1	1	3	2	1518	0.94	0.94	1	3	2	1518	NA	NA	0	1	3	2	1518	0.94	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NW_003205247.1||full	0.94	ssDNA
NW_003205053.1	1	2	105	979	0.993	0.993	1	2	105	979	NA	NA	0	1	2	105	979	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003205053.1||full	0.993	ssDNA
NW_003204402.1	1	2	2	697	1.0	1.0	1	2	2	697	NA	NA	0	1	2	2	697	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003204402.1||full	1.0	ssDNA
NW_003204328.1	1	2	64	1927	0.827	0.827	1	2	64	1927	NA	NA	0	1	2	64	1927	0.827	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003204328.1||full	0.827	ssDNA
NW_003203627.1	1	2	2	556	0.993	0.993	1	2	2	556	NA	NA	0	1	2	2	556	0.993	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NW_003203627.1||full	0.993	ssDNA
NW_003203601.1	1	3	472	2877	0.78	0.78	1	3	472	2877	NA	NA	0	1	3	472	2877	0.78	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NW_003203601.1||full	0.78	ssDNA
NW_003203160.1	1	13	1	5992	0.82	0.82	1	13	1	5992	NA	NA	0	1	13	1	5992	0.82	0.0	0.0	0.0	7.7	0.0	92.3	0	dsDNAphage	linear	NW_003203160.1||full	0.82	dsDNAphage
NW_003202835.1	1	4	241	3383	0.6	0.6	1	4	241	3383	NA	NA	0	1	4	241	3383	0.6	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	NW_003202835.1||full	0.6	dsDNAphage
NW_003202376.1	1	2	723	2003	0.987	0.987	1	2	723	2003	NA	NA	0	1	2	723	2003	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003202376.1||full	0.987	ssDNA
NW_003201850.1	1	3	3	1017	0.913	0.913	1	3	3	1017	NA	NA	0	1	3	3	1017	0.913	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NW_003201850.1||full	0.913	ssDNA
NW_003201713.1	1	3	1	1140	0.533	0.533	1	3	1	1140	NA	NA	0	1	3	1	1140	0.533	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	NW_003201713.1||full	0.533	dsDNAphage
NW_003201534.1	1	3	649	2986	0.88	0.88	1	3	649	2986	NA	NA	0	1	3	649	2986	0.88	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NW_003201534.1||full	0.88	ssDNA
NW_003200872.1	1	3	295	1594	0.807	0.807	1	3	295	1594	NA	NA	0	1	3	295	1594	0.807	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NW_003200872.1||full	0.807	ssDNA
NW_003200819.1	1	2	3	789	0.987	0.987	1	2	3	789	NA	NA	0	1	2	3	789	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003200819.1||full	0.987	ssDNA
NW_003200023.1	1	5	346	3261	0.927	0.927	1	5	346	3261	NA	NA	0	1	5	346	3261	0.927	0.0	0.0	0.0	20.0	0.0	80.0	0	ssDNA	linear	NW_003200023.1||full	0.927	ssDNA
NW_003199863.1	1	2	1	757	0.953	0.953	1	2	1	757	NA	NA	0	1	2	1	757	0.953	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003199863.1||full	0.953	ssDNA
NW_003199772.1	1	5	163	3488	0.713	0.713	1	5	163	3488	NA	NA	0	1	5	163	3488	0.713	0.0	0.0	0.0	20.0	0.0	80.0	0	ssDNA	linear	NW_003199772.1||full	0.713	ssDNA
NW_003199623.1	1	2	86	1712	0.96	0.96	1	2	86	1712	NA	NA	0	1	2	86	1712	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_003199623.1||full	0.96	ssDNA
NW_003199559.1	1	3	3	2871	0.687	0.687	1	3	3	2871	NA	NA	0	1	3	3	2871	0.687	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	NW_003199559.1||full	0.687	dsDNAphage
NW_003199540.1	1	3	2051	11454	0.773	0.773	1	3	2051	11454	NA	NA	0	1	3	2051	11454	0.773	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	NW_003199540.1||full	0.773	dsDNAphage
NW_003199501.1	1	4	1861	6029	0.56	0.56	1	4	1861	6029	NA	NA	0	1	4	1861	6029	0.56	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	NW_003199501.1||full	0.56	dsDNAphage
NW_003209571.1	36	52	49822	63825	0.947	0.947	36	52	49822	63825	0.947	0.98	1	1	58	333	75966	0.567	0.0	0.0	4.3	8.7	0.0	87.0	1	dsDNAphage	linear	NW_003209571.1||0_partial	0.947	dsDNAphage
NW_003207677.1	503	560	456924	492636	0.847	0.88	502	560	456580	492636	0.827	0.907	1	1	1165	32	1018258	0.32	0.0	0.0	4.2	2.8	2.8	90.1	1	dsDNAphage	linear	NW_003207677.1||0_partial	0.847	dsDNAphage
