seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_ABHJ01000362.1	1	3	1	1428	0.52	0.52	1	3	1	1428	NA	NA	0	1	3	1	1428	0.52	0.0	0.0	0.0	33.3	66.7	0.0	0	dsDNAphage	linear	NZ_ABHJ01000362.1||full	0.52	dsDNAphage
NZ_ABHJ01000346.1	1	3	18	1469	0.967	0.967	1	3	18	1469	NA	NA	0	1	3	18	1469	0.967	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_ABHJ01000346.1||full	0.967	ssDNA
NZ_ABHJ01000307.1	1	3	2	1584	0.913	0.913	1	3	2	1584	NA	NA	0	1	3	2	1584	0.913	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_ABHJ01000307.1||full	0.913	ssDNA
NZ_ABHJ01000276.1	1	2	92	1669	0.92	0.92	1	2	92	1669	NA	NA	0	1	2	92	1669	0.92	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ABHJ01000276.1||full	0.92	ssDNA
NZ_ABHJ01000260.1	1	3	1	1695	0.94	0.94	1	3	1	1695	NA	NA	0	1	3	1	1695	0.94	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	NZ_ABHJ01000260.1||full	0.94	ssDNA
NZ_ABHJ01000249.1	1	3	2	1526	0.82	0.82	1	3	2	1526	NA	NA	0	1	3	2	1526	0.82	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_ABHJ01000249.1||full	0.82	ssDNA
NZ_ABHJ01000235.1	1	4	3	1806	0.933	0.933	1	4	3	1806	NA	NA	0	1	4	3	1806	0.933	0.0	0.0	0.0	50.0	25.0	25.0	0	dsDNAphage	linear	NZ_ABHJ01000235.1||full	0.933	dsDNAphage
NZ_ABHJ01000230.1	1	2	36	1781	0.653	0.653	1	2	36	1781	NA	NA	0	1	2	36	1781	0.653	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ABHJ01000230.1||full	0.653	ssDNA
NZ_ABHJ01000216.1	1	5	50	1878	0.96	0.96	1	5	50	1878	NA	NA	0	1	5	50	1878	0.96	0.0	0.0	0.0	40.0	0.0	60.0	0	ssDNA	linear	NZ_ABHJ01000216.1||full	0.96	ssDNA
NZ_ABHJ01000187.1	1	3	2	2005	0.833	0.833	1	3	2	2005	NA	NA	0	1	3	2	2005	0.833	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_ABHJ01000187.1||full	0.833	ssDNA
NZ_ABHJ01000148.1	1	2	6	2007	0.713	0.713	1	2	6	2007	NA	NA	0	1	2	6	2007	0.713	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ABHJ01000148.1||full	0.713	ssDNA
NZ_ABHJ01000077.1	1	3	3	3259	0.773	0.773	1	3	3	3259	NA	NA	0	1	3	3	3259	0.773	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	NZ_ABHJ01000077.1||full	0.773	dsDNAphage
NZ_ABHJ01000022.1	1	13	2	7818	0.973	0.973	1	13	2	7818	NA	NA	0	1	13	2	7818	0.973	0.0	0.0	0.0	15.4	7.7	76.9	1	dsDNAphage	linear	NZ_ABHJ01000022.1||full	0.973	dsDNAphage
