seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
NW_916786.1||full	0.813	0.953	0.953	ssDNA	1736	0	100.000	0.000
NW_916819.1||full	0.827	0.960	0.960	ssDNA	1929	0	33.300	0.000
NW_916820.1||full	0.887	0.960	0.960	ssDNA	1267	0	100.000	0.000
NW_916843.1||full	0.547	1.000	1.000	ssDNA	1706	0	100.000	0.000
NW_916858.1||full	0.907	0.913	0.913	ssDNA	1363	0	100.000	0.000
NW_916859.1||full	0.813	0.980	0.980	ssDNA	1934	0	100.000	0.000
NW_916908.1||full	0.507	0.873	0.873	ssDNA	1913	0	50.000	0.000
NW_916929.1||full	0.667	0.913	0.913	ssDNA	1987	0	66.700	0.000
NW_916979.1||full	0.753	0.940	0.940	ssDNA	1752	0	100.000	0.000
NW_916987.1||full	0.600	0.987	0.987	ssDNA	1497	0	50.000	0.000
NW_916988.1||full	0.533	0.820	0.820	ssDNA	1726	0	50.000	0.000
NW_916997.1||full	0.447	0.920	0.920	ssDNA	1247	0	50.000	0.000
NW_917020.1||full	0.700	0.973	0.973	ssDNA	1498	0	50.000	0.000
NW_917031.1||full	0.487	0.920	0.920	ssDNA	1999	0	100.000	0.000
NW_917039.1||full	0.693	1.000	1.000	ssDNA	2060	0	100.000	0.000
NW_917102.1||full	0.273	0.640	0.640	ssDNA	2132	0	33.300	0.000
NW_917109.1||full	0.760	0.920	0.920	ssDNA	1681	0	33.300	0.000
NW_917127.1||full	0.880	0.953	0.953	ssDNA	2150	0	100.000	0.000
NW_917167.1||full	0.407	0.987	0.987	ssDNA	1212	0	50.000	0.000
NW_917222.1||full	0.813	0.993	0.993	ssDNA	2105	0	100.000	0.000
NW_917226.1||full	0.187	0.973	0.973	ssDNA	1716	0	50.000	0.000
NW_917235.1||full	0.880	0.940	0.940	ssDNA	1320	0	100.000	0.000
NW_917239.1||full	0.853	1.000	1.000	ssDNA	1669	0	100.000	0.000
NW_917287.1||full	0.480	0.927	0.927	ssDNA	1815	0	50.000	0.000
NW_917300.1||full	0.673	0.987	0.987	ssDNA	2136	0	100.000	0.000
NW_917374.1||full	0.573	0.933	0.933	ssDNA	2361	0	33.300	0.000
NW_917381.1||full	0.647	0.840	0.840	ssDNA	2255	0	50.000	0.000
NW_917391.1||full	0.547	0.993	0.993	ssDNA	1033	0	50.000	0.000
NW_917400.1||full	0.373	0.920	0.920	ssDNA	2393	0	33.300	0.000
NW_917417.1||full	0.733	0.993	0.993	ssDNA	1919	0	66.700	0.000
NW_917442.1||full	0.427	0.927	0.927	ssDNA	1750	0	50.000	0.000
NW_917451.1||full	0.453	0.840	0.840	ssDNA	2517	0	50.000	0.000
NW_917480.1||full	0.600	0.927	0.927	ssDNA	2577	0	33.300	0.000
NW_917526.1||full	0.633	0.860	0.860	ssDNA	2644	0	33.300	0.000
NW_917530.1||full	0.467	0.833	0.833	ssDNA	2206	0	50.000	0.000
NW_917533.1||full	0.487	0.820	0.820	ssDNA	2653	0	33.300	0.000
NW_917577.1||full	0.927	0.920	0.927	dsDNAphage	2310	0	100.000	0.000
NW_917580.1||full	0.540	0.900	0.900	ssDNA	1752	0	50.000	0.000
NW_917636.1||full	0.520	0.787	0.787	ssDNA	2520	0	50.000	0.000
NW_917729.1||full	0.367	0.920	0.920	ssDNA	2891	0	50.000	0.000
NW_917763.1||full	0.540	0.893	0.893	ssDNA	3056	0	66.700	0.000
NW_917803.1||full	0.600	0.940	0.940	ssDNA	2918	0	100.000	0.000
NW_917930.1||full	0.673	0.700	0.700	ssDNA	3365	0	50.000	0.000
NW_918041.1||full	0.353	0.500	0.500	ssDNA	3573	0	50.000	0.000
NW_918047.1||full	0.240	0.547	0.547	ssDNA	3293	0	33.300	0.000
NW_918074.1||full	0.687	0.900	0.900	ssDNA	3666	0	100.000	0.000
NW_918079.1||full	0.647	0.940	0.940	ssDNA	2290	0	33.300	0.000
NW_918118.1||full	0.600	0.173	0.600	dsDNAphage	3747	0	42.900	0.000
NW_918154.1||full	0.667	0.047	0.667	dsDNAphage	3858	0	16.700	0.000
NW_918217.1||full	0.433	0.540	0.540	ssDNA	4020	0	33.300	0.000
NW_918241.1||full	0.647	0.720	0.720	ssDNA	4015	0	50.000	0.000
NW_918328.1||full	0.693	0.907	0.907	ssDNA	4285	0	100.000	0.000
NW_918336.1||full	0.547	0.320	0.547	dsDNAphage	4307	0	20.000	0.000
NW_918352.1||full	0.853	0.347	0.853	dsDNAphage	3768	0	25.000	0.000
NW_918731.1||full	0.553	0.240	0.553	dsDNAphage	5490	0	25.000	0.000
NW_919435.1||full	0.547	0.147	0.547	dsDNAphage	8965	0	11.100	0.000
NW_892341.1||lt2gene	nan	nan	nan	dsDNAphage	706	1	100.000	0.000
NW_892595.1||lt2gene	nan	nan	nan	dsDNAphage	724	1	100.000	0.000
NW_896097.1||lt2gene	nan	nan	nan	dsDNAphage	837	1	100.000	0.000
NW_912961.1||lt2gene	nan	nan	nan	dsDNAphage	1249	1	100.000	0.000
NW_914489.1||lt2gene	nan	nan	nan	dsDNAphage	1400	1	100.000	0.000
